Country,Year,Population,GDP,GDP_Growth,GDP_Per_Capita,Medal,Athelets,Continent,Status,Income
Poland,2020,37902284.25,1.21E+12,3.0075,31871.5,14,194,Europe,Developed,High income
Portugal,2020,10241901,3.45E+11,0.3875,33641.75,4,85,Europe,Developed,High income
Qatar,2020,2804885,2.53E+11,-2.19,90055.5,3,14,Asia,Developing,High income
Romania,2020,19440579,5.58E+11,3.5875,28694,4,98,Europe,Developed,Upper middle income
Russia,2020,145767711.3,3.86E+12,0.64,26481,71,318,Europe,Developed,Upper middle income
Rwanda,2020,12465519,26415855376,2.835,2116.75,0,5,Africa,Developing,Low income
Samoa,2020,196747.25,1258857172,-0.6925,6398.5,0,8,Oceania,Developing,Upper middle income
San Marino,2020,33814.25,1978066139,-1.6375,58501.25,3,4,Europe,Developed,High income
Sao Tome and Principe,2020,213081.75,827432183.3,-1.5775,3885.5,0,3,Africa,Developing,Lower middle income
Saudi Arabia,2020,33971584,1.58E+12,-2.365,46500,1,32,Asia,Developing,High income
Senegal,2020,16078492.5,53259847153,2.1025,3311,0,9,Africa,Developing,Lower middle income
Serbia,2020,8785490.5,1.55E+11,2.9875,17692,9,83,Europe,Developed,Upper middle income
Seychelles,2020,97398.25,2667673667,-0.9525,27393.25,0,5,Africa,Developing,High income
Sierra Leone,2020,7732192,12891362180,0.56,1667,0,4,Africa,Developing,Low income
Singapore,2020,5780057.75,5.51E+11,0.0675,95257.5,0,23,Asia,Developing,High income
Slovak Republic,2020,5454393.75,1.69E+11,0.84,30925.25,4,37,Europe,Developed,High income
Slovenia,2020,2077954.25,78113152340,1.255,37591.25,5,51,Europe,Developed,High income
Solomon Islands,2020,661396.25,1738530652,-0.9725,2630.5,0,3,Oceania,Developing,Lower middle income
Somalia,2020,15233378.75,10585147356,-0.91,695,0,2,Africa,Developing,Low income
South Africa,2020,58167307,7.16E+11,-2.5075,12316,3,171,Africa,Developing,Upper middle income
South Korea,2020,51190653,2.16E+12,1.51,42126.5,20,222,Asia,Developing,High income
South Sudan,2020,11035635.25,21354471882,-1.36,1936.25,0,2,Africa,Developing,Low income
Spain,2020,46707963.25,1.84E+12,-1.23,39392.25,17,322,Europe,Developed,High income
Sri Lanka,2020,21273443,2.72E+11,0.535,12765.25,0,9,Asia,Developing,Upper middle income
St. Kitts and Nevis,2020,52625,1301787758,-4.5025,24747.5,0,0,Americas,Developing,High income
St. Lucia,2020,182317.25,2648010527,-3.265,14528.5,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2020,110394,1356372101,-0.415,12286.75,0,0,Americas,Developing,Upper middle income
Sudan,2020,42319359,1.71E+11,-3.4375,4050,0,5,Africa,Developing,Lower middle income
Suriname,2020,578621.25,9204708317,-3.195,15916,0,3,Americas,Developing,Upper middle income
Swaziland,2020,1142344.75,9651354015,-0.2,8449,0,0,Africa,Developing,Lower middle income
Sweden,2020,10003046.5,5.2E+11,-0.2875,52027.75,9,129,Europe,Developed,High income
Switzerland,2020,8556847.5,5.76E+11,-0.15,67358.75,13,115,Europe,Developed,High income
Syria,2020,17152880,65554941802,2.32,3821.25,1,6,Asia,Developing,Low income
Tajikistan,2020,9209945.5,30352806640,4.1625,3292.25,0,8,Asia,Developing,Low income
Tanzania,2020,57178365.75,1.49E+11,1.7025,2597.5,0,2,Africa,Developing,Low income
Thailand,2020,69515957.5,1.24E+12,0.82,17815.25,2,39,Asia,Developing,Upper middle income
Timor-Leste,2020,1280699.25,4150309643,-0.5675,3239,0,0,Asia,Developing,Lower middle income
Togo,2020,7987166.75,12454839042,1.3225,1559,0,4,Africa,Developing,Low income
Tonga,2020,103848.75,665447676.5,0.18,6408.25,0,5,Oceania,Developing,Upper middle income
Trinidad and Tobago,2020,1392090.25,35822351471,-2.9825,25736.25,0,31,Americas,Developing,High income
Tunisia,2020,11627995,1.22E+11,-1.8875,10458.75,2,57,Africa,Developing,Lower middle income
Turkey,2020,82806303.75,2.34E+12,1.845,28288.75,13,102,Asia,Developing,Upper middle income
Turkmenistan,2020,5895462.5,88548883634,3.3275,15011.25,1,8,Asia,Developing,Upper middle income
Tuvalu,2020,11579.25,47543747,3.16,4103.5,0,2,Oceania,Developing,Upper middle income
Uganda,2020,43476551.75,91890633746,-0.0225,2113.25,4,24,Africa,Developing,Low income
Ukraine,2020,44115317,5.44E+11,1.76,12340.75,19,152,Europe,Developed,Lower middle income
United Arab Emirates,2020,9694774.5,6.36E+11,-1.9475,65635.5,0,4,Asia,Developing,High income
United Kingdom,2020,67321326.5,3.04E+12,-1.875,45208.75,65,366,Europe,Developed,High income
United States,2020,328062146.3,2E+13,0.455,61033,113,613,Americas,Developed,High income
Uruguay,2020,3455348.25,73194610618,-0.675,21184.5,0,11,Americas,Developing,High income
Uzbekistan,2020,32721730,2.23E+11,2.4125,6812.75,5,62,Asia,Developing,Lower middle income
Vanuatu,2020,296301.5,901827167.8,-2.155,3046.5,0,2,Oceania,Developing,Lower middle income
Venezuela,2020,28810342.25,2.98E+11,-23.7525,10311.5,4,42,Americas,Developing,Upper middle income
Vietnam,2020,95986823.25,7.44E+11,4.9175,7745,0,17,Asia,Developing,Lower middle income
Yemen,2020,28830346,74392555821,-4.2325,2582.75,0,3,Asia,Developing,Low income
Zambia,2020,17612578,60391279303,-1.5675,3431.75,0,29,Africa,Developing,Lower middle income
Zimbabwe,2020,14545952.75,41973167201,-3.1425,2888.5,0,5,Africa,Developing,Lower middle income
